word,stage,action,reason,method,source,evidence,confidence,reversible,recheck_queued,category,decided_date
abhorrings,4,demote_to_invalid,synthetic plural of the gerund of 'abhor'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abidings,4,demote_to_invalid,synthetic plural of the gerund of 'abide'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abjurings,4,demote_to_invalid,synthetic plural of the gerund of 'abjure'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
ablatings,4,demote_to_invalid,synthetic plural of the gerund of 'ablate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abnegatings,4,demote_to_invalid,synthetic plural of the gerund of 'abnegate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abolishings,4,demote_to_invalid,synthetic plural of the gerund of 'abolish'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abominatings,4,demote_to_invalid,synthetic plural of the gerund of 'abominate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abortings,4,demote_to_invalid,synthetic plural of the gerund of 'abort'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abrachiated,4,demote_to_invalid,synthetic verb form of 'abrachiate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
abrachiating,4,demote_to_invalid,synthetic verb form of 'abrachiate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
abreactings,4,demote_to_invalid,synthetic plural of the gerund of 'abreact'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Medical,2026-08-14
abrogatings,4,demote_to_invalid,synthetic plural of the gerund of 'abrogate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abscessings,4,demote_to_invalid,synthetic plural of the gerund of 'abscess'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Medical,2026-08-14
abscisings,4,demote_to_invalid,synthetic plural of the gerund of 'abscise'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
abseilings,4,demote_to_invalid,synthetic plural of the gerund of 'abseil'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
absinthed,4,demote_to_invalid,synthetic verb form of 'absinth'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
absinthing,4,demote_to_invalid,synthetic verb form of 'absinth'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
abstergings,4,demote_to_invalid,synthetic plural of the gerund of 'absterge'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
abyings,4,demote_to_invalid,synthetic plural of the gerund of 'aby'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acalyculating,4,demote_to_invalid,synthetic verb form of 'acalyculate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acamerated,4,demote_to_invalid,synthetic verb form of 'acamerate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acamprosated,4,demote_to_invalid,synthetic verb form of 'acamprosate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
acamprosating,4,demote_to_invalid,synthetic verb form of 'acamprosate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
acanthastered,4,demote_to_invalid,synthetic verb form of 'acanthaster'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acanthastering,4,demote_to_invalid,synthetic verb form of 'acanthaster'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acanthiformised,4,demote_to_invalid,synthetic verb form of 'acanthiformis'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acanthiformising,4,demote_to_invalid,synthetic verb form of 'acanthiformis'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acanthurused,4,demote_to_invalid,synthetic verb form of 'acanthurus'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acanthurusing,4,demote_to_invalid,synthetic verb form of 'acanthurus'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acarajed,4,demote_to_invalid,synthetic verb form of 'acaraje'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
acarajing,4,demote_to_invalid,synthetic verb form of 'acaraje'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
acarbosed,4,demote_to_invalid,synthetic verb form of 'acarbose'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
acarbosing,4,demote_to_invalid,synthetic verb form of 'acarbose'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
acaricided,4,demote_to_invalid,synthetic verb form of 'acaricide'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
acariciding,4,demote_to_invalid,synthetic verb form of 'acaricide'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acaudated,4,demote_to_invalid,synthetic verb form of 'acaudate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acaudating,4,demote_to_invalid,synthetic verb form of 'acaudate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
accedings,4,demote_to_invalid,synthetic plural of the gerund of 'accede'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acclaimings,4,demote_to_invalid,synthetic plural of the gerund of 'acclaim'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acclimatisings,4,demote_to_invalid,synthetic plural of the gerund of 'acclimatise'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acclimatizings,4,demote_to_invalid,synthetic plural of the gerund of 'acclimatize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acclinated,4,demote_to_invalid,synthetic verb form of 'acclinate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acclinating,4,demote_to_invalid,synthetic verb form of 'acclinate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
accoladings,4,demote_to_invalid,synthetic plural of the gerund of 'accolade'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
accouchings,4,demote_to_invalid,synthetic plural of the gerund of 'accouch'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Medical,2026-08-14
accouterings,4,demote_to_invalid,synthetic plural of the gerund of 'accouter'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
accustomings,4,demote_to_invalid,synthetic plural of the gerund of 'accustom'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acerbatings,4,demote_to_invalid,synthetic plural of the gerund of 'acerbate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acervosed,4,demote_to_invalid,synthetic verb form of 'acervose'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acervulaed,4,demote_to_invalid,synthetic verb form of 'acervula'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
acesulfamated,4,demote_to_invalid,synthetic verb form of 'acesulfamate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
acesulfamating,4,demote_to_invalid,synthetic verb form of 'acesulfamate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
acetamided,4,demote_to_invalid,synthetic verb form of 'acetamid'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
acetamiding,4,demote_to_invalid,synthetic verb form of 'acetamid'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
acetanilided,4,demote_to_invalid,synthetic verb form of 'acetanilid'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
acetaniliding,4,demote_to_invalid,synthetic verb form of 'acetanilid'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
acetyled,4,demote_to_invalid,synthetic verb form of 'acetyl'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
acetyling,4,demote_to_invalid,synthetic verb form of 'acetyl'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
achings,4,demote_to_invalid,synthetic plural of the gerund of 'ache'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
achioted,4,demote_to_invalid,synthetic verb form of 'achiote'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
achioting,4,demote_to_invalid,synthetic verb form of 'achiote'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
achromatizings,4,demote_to_invalid,synthetic plural of the gerund of 'achromatize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
aciculated,4,demote_to_invalid,synthetic verb form of 'aciculate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
aciculating,4,demote_to_invalid,synthetic verb form of 'aciculate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acidifyings,4,demote_to_invalid,synthetic plural of the gerund of 'acidify'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acidizings,4,demote_to_invalid,synthetic plural of the gerund of 'acidize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acidulatings,4,demote_to_invalid,synthetic plural of the gerund of 'acidulate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acieratings,4,demote_to_invalid,synthetic plural of the gerund of 'acierate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acquaintings,4,demote_to_invalid,synthetic plural of the gerund of 'acquaint'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acquiescings,4,demote_to_invalid,synthetic plural of the gerund of 'acquiesce'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acrylatings,4,demote_to_invalid,synthetic plural of the gerund of 'acrylate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Chemical,2026-08-14
actined,4,demote_to_invalid,synthetic verb form of 'actin'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
activizings,4,demote_to_invalid,synthetic plural of the gerund of 'activize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
actuatings,4,demote_to_invalid,synthetic plural of the gerund of 'actuate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acuminatings,4,demote_to_invalid,synthetic plural of the gerund of 'acuminate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
acuminulated,4,demote_to_invalid,synthetic verb form of 'acuminulate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acuminulating,4,demote_to_invalid,synthetic verb form of 'acuminulate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
acylatings,4,demote_to_invalid,synthetic plural of the gerund of 'acylate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
adhibitings,4,demote_to_invalid,synthetic plural of the gerund of 'adhibit'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
adipated,4,demote_to_invalid,synthetic verb form of 'adipate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
adipating,4,demote_to_invalid,synthetic verb form of 'adipate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
adiposing,4,demote_to_invalid,synthetic verb form of 'adipose'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
adjournings,4,demote_to_invalid,synthetic plural of the gerund of 'adjourn'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
adjudgings,4,demote_to_invalid,synthetic plural of the gerund of 'adjudge'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
adjudicatings,4,demote_to_invalid,synthetic plural of the gerund of 'adjudicate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
admeasurings,4,demote_to_invalid,synthetic plural of the gerund of 'admeasure'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
administratings,4,demote_to_invalid,synthetic plural of the gerund of 'administrate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
adoboed,4,demote_to_invalid,synthetic verb form of 'adobo'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
adoboing,4,demote_to_invalid,synthetic verb form of 'adobo'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
adulteratings,4,demote_to_invalid,synthetic plural of the gerund of 'adulterate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
adumbratings,4,demote_to_invalid,synthetic plural of the gerund of 'adumbrate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
advantagings,4,demote_to_invalid,synthetic plural of the gerund of 'advantage'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
