word,stratum,n_valid_sources,all_unlikely,pipeline_checks_passed,gemini_source,seed,rank_key
microadenomectomy,1,1,False,True,enhanced_6thread_revalidation,20260814,00abe6ef7bd4a711
miniclinics,1,1,False,True,enhanced_6thread_revalidation,20260814,02a7fdab24a0af33
minicyclones,1,1,False,True,enhanced_6thread_revalidation,20260814,025e976d44eab86b
motometric,1,1,False,True,enhanced_6thread_revalidation,20260814,034782b72cdef3ab
mucoproteinic,1,1,False,True,enhanced_6thread_revalidation,20260814,00385f52fa069b42
musketing,1,1,False,True,enhanced_6thread_revalidation,20260814,03169bd0ebb518aa
mycofumigation,1,1,False,True,enhanced_6thread_revalidation,20260814,03b3fb85a9124dae
myrtenic,1,1,False,True,enhanced_6thread_revalidation,20260814,01f0501c260cd92c
myzinae,1,1,False,True,enhanced_6thread_revalidation,20260814,03638c25243c4773
nanoadsorbent,1,1,False,True,enhanced_6thread_revalidation,20260814,0228663e62a3897d
nanoaggregated,1,1,False,True,enhanced_6thread_revalidation,20260814,00012d1eda68b224
napoleonisms,1,1,False,True,enhanced_6thread_revalidation,20260814,015d8c6cf4eb7831
nifuratrone,1,1,False,True,enhanced_12thread_revalidation,20260814,018600d1fde81a26
nigriscapus,1,1,False,True,enhanced_12thread_revalidation,20260814,0340654dbc9130cb
octenals,1,1,False,True,enhanced_12thread_revalidation,20260814,019dd427d16623f8
oilbound,1,1,False,True,enhanced_12thread_revalidation,20260814,03bf5eb5327fede3
opisthorchidal,1,1,False,True,enhanced_12thread_revalidation,20260814,011b88fb248265ec
ordinatively,1,1,False,True,enhanced_12thread_revalidation,20260814,003a0cfba2b40ba3
organotitanates,1,1,False,True,enhanced_12thread_revalidation,20260814,0209f2db07880104
osmodehydrated,1,1,False,True,enhanced_12thread_revalidation,20260814,03bd4c5be4847bdb
osmundites,1,1,False,True,enhanced_12thread_revalidation,20260814,0054af4b70351c03
palaeosepsis,1,1,False,True,enhanced_12thread_revalidation,20260814,00be90bfc7e7ba45
palear,1,1,False,True,enhanced_12thread_revalidation,20260814,008b3760b4de1b6c
pentacarbonyliron,1,1,False,True,enhanced_12thread_revalidation,20260814,000c88508dc701fe
pentacellular,1,1,False,True,enhanced_12thread_revalidation,20260814,046aa05edc727c22
pentasachme,1,1,False,True,enhanced_12thread_revalidation,20260814,02639dd7effb7862
peptidomannan,1,1,False,True,enhanced_12thread_revalidation,20260814,01716056172e2a9c
peptidylthiohydantoin,1,1,False,True,enhanced_12thread_revalidation,20260814,002ff748739b6918
perditional,1,1,False,True,enhanced_12thread_revalidation,20260814,034422597c7e15aa
perfluoride,1,1,False,True,enhanced_12thread_revalidation,20260814,02dedb4f1b561438
peroxycomplexes,1,1,False,True,enhanced_12thread_revalidation,20260814,00b23a6ab9999a2c
phosphatidalethanolamine,1,1,False,True,enhanced_12thread_revalidation,20260814,02183b20fa5647f6
phosphomutated,1,1,False,True,enhanced_12thread_revalidation,20260814,037ad7754cd73c2c
phosphoriboprotein,1,1,False,True,enhanced_12thread_revalidation,20260814,02eecb4002a28c9f
phosphorimidazolide,1,1,False,True,enhanced_12thread_revalidation,20260814,03cd9e4c1606de40
photoentrained,1,1,False,True,enhanced_12thread_revalidation,20260814,02e5b85d79fd583a
photosynthesates,1,1,False,True,enhanced_12thread_revalidation,20260814,034a31945001cb4f
phylodemography,1,1,False,True,enhanced_12thread_revalidation,20260814,0010eb3d8b6895d7
pincerless,1,1,False,True,enhanced_6thread_revalidation,20260814,01d35d3486470f33
planchetted,1,1,False,True,enhanced_6thread_revalidation,20260814,021bd8ba1bbcf39b
polyhydroxyalkanes,1,1,False,True,enhanced_6thread_revalidation,20260814,01b00f3c26a3f6a0
polypharmacologic,1,1,False,True,enhanced_6thread_revalidation,20260814,00d4d545bb952cf8
polythiocarbonates,1,1,False,True,enhanced_6thread_revalidation,20260814,023c49aae3ff602d
porogenesis,1,1,False,True,enhanced_6thread_revalidation,20260814,048024b274a50702
porphyranases,1,1,False,True,enhanced_6thread_revalidation,20260814,015cbe5c7bfa878c
porphyrinogenesis,1,1,False,True,enhanced_6thread_revalidation,20260814,03145d75886d4182
powandah,1,1,False,True,enhanced_6thread_revalidation,20260814,0494abf4f0b83571
powdermaking,1,1,False,True,enhanced_6thread_revalidation,20260814,00db18642d556a3f
preganglia,1,1,False,True,enhanced_6thread_revalidation,20260814,048b85c949cfaeab
prelapsarians,1,1,False,True,enhanced_6thread_revalidation,20260814,004e8a5bb155a513
pseudotachylytic,1,1,False,True,enhanced_6thread_revalidation,20260814,01abdc1a316139fe
pyrophthalone,1,1,False,True,enhanced_6thread_revalidation,20260814,03a04b42b515a17a
qanunists,1,1,False,True,enhanced_6thread_revalidation,20260814,02ddda6ba26c2cee
quadricolumella,1,1,False,True,enhanced_6thread_revalidation,20260814,030cb06b7413159f
quasicatholic,1,1,False,True,enhanced_6thread_revalidation,20260814,038e4187a4e689ed
quasicausal,1,1,False,True,enhanced_6thread_revalidation,20260814,00d5b8c8a1bc34ea
quasicontact,1,1,False,True,enhanced_6thread_revalidation,20260814,00cebaa6b23cf974
quasicontinuity,1,1,False,True,enhanced_6thread_revalidation,20260814,0304e34d1d073d0d
quasicyclobutane,1,1,False,True,enhanced_6thread_revalidation,20260814,01bc09b3a168ab2b
quasielemental,1,1,False,True,enhanced_6thread_revalidation,20260814,03370d551abcc240
quasiformula,1,1,False,True,enhanced_6thread_revalidation,20260814,0323c85e0cbeb757
quasimonostatic,1,1,False,True,enhanced_6thread_revalidation,20260814,00269aa19999d0b6
quasiuniformities,1,1,False,True,enhanced_6thread_revalidation,20260814,0311974ec3fddb19
quasivelocity,1,1,False,True,enhanced_6thread_revalidation,20260814,02511b0a28114472
quietismus,1,1,False,True,enhanced_6thread_revalidation,20260814,00a797a39fb60569
quinisextan,1,1,False,True,enhanced_6thread_revalidation,20260814,045baaa23924aa99
runtlike,1,1,False,True,enhanced_6thread_revalidation,20260814,03e864210d30cdd4
sacchariferae,1,1,False,True,enhanced_6thread_revalidation,20260814,01f776d421eefcf0
selfinking,1,1,False,True,enhanced_6thread_revalidation,20260814,0056665f1ab9fe15
tableboard,1,1,False,True,enhanced_14thread_revalidation,20260814,00b1406557d8deff
tabloidised,1,1,False,True,enhanced_14thread_revalidation,20260814,00f16e35ef13f322
tanglike,1,1,False,True,enhanced_14thread_revalidation,20260814,0104fcd809986e12
temnogomphus,1,1,False,True,enhanced_14thread_revalidation,20260814,029d1e189682fba5
tetanocerid,1,1,False,True,enhanced_14thread_revalidation,20260814,015c0e6794e3c2dc
tetrahydropyranyloxy,1,1,False,True,enhanced_14thread_revalidation,20260814,011476861d4a5d0a
thermidorianism,1,1,False,True,enhanced_14thread_revalidation,20260814,0424add04ecc4c3f
topogeodesic,1,1,False,True,enhanced_14thread_revalidation,20260814,007b3b13d14f18e0
tribromophloroglucinol,1,1,False,True,enhanced_14thread_revalidation,20260814,011fe139117af5d0
triphenylindium,1,1,False,True,enhanced_14thread_revalidation,20260814,0219739809c49a5f
turbative,1,1,False,True,enhanced_14thread_revalidation,20260814,0151f382702cce36
vasculoneural,1,1,False,True,enhanced_14thread_revalidation,20260814,04a97c6dda2dc096
venturists,1,1,False,True,enhanced_14thread_revalidation,20260814,01e394ce3715c777
versure,1,1,False,True,enhanced_14thread_revalidation,20260814,03a9b30ddc21cf4e
xylosylgalactoside,1,1,False,True,enhanced_14thread_revalidation,20260814,02b0c5f1d2ca27bf
absohms,2,2,False,True,enhanced_6thread_revalidation,20260814,0340345e5a41dff5
aerobicity,2,2,False,True,enhanced_6thread_revalidation,20260814,01554acbbb4d7004
amidosulfuron,2,2,False,True,enhanced_6thread_revalidation,20260814,00fc51e3d7e5df1b
anguibactin,2,2,False,True,enhanced_6thread_revalidation,20260814,01083030d0bb2b1e
antihyperkinetic,2,2,False,True,enhanced_6thread_revalidation,20260814,024d7a818c3d4e5c
antimelanogenic,2,2,False,True,enhanced_6thread_revalidation,20260814,0041908905ef4d45
antimodels,2,2,False,True,enhanced_6thread_revalidation,20260814,03a90c0d5622f2fd
antimycoplasma,2,2,False,True,enhanced_6thread_revalidation,20260814,0409579cbf4ad220
aphidologist,2,2,False,True,enhanced_6thread_revalidation,20260814,03baa920610715d9
camellae,2,2,False,True,enhanced_6thread_revalidation,20260814,03c784b9aa3c7d1e
camerates,2,2,False,True,enhanced_6thread_revalidation,20260814,000644947ee32c22
cavogram,2,2,False,True,enhanced_6thread_revalidation,20260814,039c555e566d083e
cerines,2,2,False,True,enhanced_6thread_revalidation,20260814,0355468808c0d91e
chainlines,2,2,False,True,enhanced_6thread_revalidation,20260814,03545b58d494aadf
chorusgirls,2,2,False,True,enhanced_6thread_revalidation,20260814,01d6787f0f4d44c4
christmastides,2,2,False,True,enhanced_6thread_revalidation,20260814,02560002428da5c7
chrysomphalus,2,2,False,True,enhanced_6thread_revalidation,20260814,03f1b5cdc7822ed8
clavaminate,2,2,False,True,enhanced_6thread_revalidation,20260814,01e9611c6ea0ffbe
clothesprops,2,2,False,True,enhanced_6thread_revalidation,20260814,03da055f8095f462
cofilaments,2,2,False,True,enhanced_6thread_revalidation,20260814,0227f6d3beee8738
cotransplantation,2,2,False,True,enhanced_6thread_revalidation,20260814,02e8ddceae9e1859
crowdworking,2,2,False,True,enhanced_6thread_revalidation,20260814,0076ed2a3b7174fa
cycloalkanol,2,2,False,True,enhanced_6thread_revalidation,20260814,00d8bd3df861e270
deaggregations,2,2,False,True,enhanced_6thread_revalidation,20260814,00176c16aba2f2ea
decepting,2,2,False,True,enhanced_6thread_revalidation,20260814,035e6a1f7e8f9578
depletor,2,2,False,True,enhanced_6thread_revalidation,20260814,04222611ca4ad63c
diglycosylated,2,2,False,True,enhanced_6thread_revalidation,20260814,03b1f6b3993fed05
dodgsonian,2,2,False,True,enhanced_6thread_revalidation,20260814,00d240750459e2ba
doomless,2,2,False,True,enhanced_6thread_revalidation,20260814,012d0b165251d17e
drachman,2,2,False,True,enhanced_6thread_revalidation,20260814,007349f03a59549b
echotextures,2,2,False,True,enhanced_6thread_revalidation,20260814,0220bc2187c276f5
ecoauditing,2,2,False,True,enhanced_6thread_revalidation,20260814,031aff0ec4789117
eigenpolarizations,2,2,False,True,enhanced_6thread_revalidation,20260814,0363b34d6161b8f2
endoglycan,2,2,False,True,enhanced_6thread_revalidation,20260814,03c784f15e028b0b
erythrorhyncha,2,2,False,True,enhanced_6thread_revalidation,20260814,01f3d72a46495817
ethnoarchaeologically,2,2,False,True,enhanced_6thread_revalidation,20260814,042ebe673acd3169
evermost,2,2,False,True,enhanced_6thread_revalidation,20260814,01a4cfb20b78c950
exidiaceae,2,2,False,True,enhanced_6thread_revalidation,20260814,005694d59e11de34
gangliosidic,2,2,False,True,enhanced_6thread_revalidation,20260814,03e47ad96f35fce1
groundrow,2,2,False,True,enhanced_6thread_revalidation,20260814,0388a6f45569388f
hemoconcentrations,2,2,False,True,enhanced_6thread_revalidation,20260814,0112f5317ee55a55
highgrading,2,2,False,True,enhanced_6thread_revalidation,20260814,025c857b5ac65a1e
histocultured,2,2,False,True,enhanced_6thread_revalidation,20260814,016753b98ccad479
macropharynx,2,2,False,True,enhanced_6thread_revalidation,20260814,003aeb1522f5f6e1
macrospheres,2,2,False,True,enhanced_6thread_revalidation,20260814,0080e263bafe8256
mahasangha,2,2,False,True,enhanced_6thread_revalidation,20260814,0413b81aa35f1180
melorheostotic,2,2,False,True,enhanced_6thread_revalidation,20260814,0241637a6218cfe0
misassessed,2,2,False,True,enhanced_6thread_revalidation,20260814,035f92fc3e356e80
mixogamous,2,2,False,True,enhanced_6thread_revalidation,20260814,00884de1571ae403
myrmeciine,2,2,False,True,enhanced_6thread_revalidation,20260814,01e1c06e36951a68
nanodiagnostic,2,2,False,True,enhanced_6thread_revalidation,20260814,01ddad8d069062d3
needlefelt,2,2,False,True,enhanced_6thread_revalidation,20260814,02a7009b39431070
neoteleostei,2,2,False,True,enhanced_6thread_revalidation,20260814,0108fe3da8944a39
neoteleosts,2,2,False,True,enhanced_6thread_revalidation,20260814,0071dedf44b96ef2
nicolaitanes,2,2,False,True,enhanced_12thread_revalidation,20260814,007691b2788e7259
osmundastrum,2,2,False,True,enhanced_12thread_revalidation,20260814,042e174250bee813
palaeomorphic,2,2,False,True,enhanced_12thread_revalidation,20260814,0135c54cc8ecf9f5
paraswimmer,2,2,False,True,enhanced_12thread_revalidation,20260814,01edb8f28fbe9e5d
parement,2,2,False,True,enhanced_12thread_revalidation,20260814,021c9ac2684cce44
pharmacodependence,2,2,False,True,enhanced_12thread_revalidation,20260814,00b0d3d5389a1634
pharmacoepidemiological,2,2,False,True,enhanced_12thread_revalidation,20260814,007bd7645f150029
phialosporous,2,2,False,True,enhanced_12thread_revalidation,20260814,02ab145d2cc9c8b9
phosphoproteomes,2,2,False,True,enhanced_12thread_revalidation,20260814,038bf859593ae00d
photoassociated,2,2,False,True,enhanced_12thread_revalidation,20260814,00da9a9793a0332b
picolylamines,2,2,False,True,enhanced_12thread_revalidation,20260814,0169d6d24fb0469a
platylepis,2,2,False,True,enhanced_6thread_revalidation,20260814,0395264a10201119
platythyrea,2,2,False,True,enhanced_6thread_revalidation,20260814,0426ceec43633b74
preassociated,2,2,False,True,enhanced_6thread_revalidation,20260814,000241526e64d2e7
pregnanetriols,2,2,False,True,enhanced_6thread_revalidation,20260814,0038c44f37d7cb32
pterinosomes,2,2,False,True,enhanced_6thread_revalidation,20260814,03dc05afe88d4ddb
ptiloerection,2,2,False,True,enhanced_6thread_revalidation,20260814,02902d5f61ca24e1
pustulata,2,2,False,True,enhanced_6thread_revalidation,20260814,002f5622302e2d11
pyridoindoles,2,2,False,True,enhanced_6thread_revalidation,20260814,02812778422513f0
quasicycles,2,2,False,True,enhanced_6thread_revalidation,20260814,000df59d5a8eafed
quasitrivial,2,2,False,True,enhanced_6thread_revalidation,20260814,011f2e54fabc206d
saccharophagus,2,2,False,True,enhanced_6thread_revalidation,20260814,01e969ab8e98c36d
technicalia,2,2,False,True,enhanced_14thread_revalidation,20260814,031b1c2bbc4b0be0
telegambling,2,2,False,True,enhanced_14thread_revalidation,20260814,01343732b13971a5
vestigated,2,2,False,True,enhanced_14thread_revalidation,20260814,00a4701d588bac49
xanthophthalmus,2,2,False,True,enhanced_14thread_revalidation,20260814,041dcbde319187d3
aethalometers,3,3,False,True,enhanced_6thread_revalidation,20260814,021338ac495b84ad
alclometasone,3,3,False,True,enhanced_6thread_revalidation,20260814,05f60901d4f68191
allylboration,3,3,False,True,enhanced_6thread_revalidation,20260814,05102c722239122a
altmetrics,3,3,False,True,enhanced_6thread_revalidation,20260814,0598fa3ba40c4a30
anidiomatic,3,3,False,True,enhanced_6thread_revalidation,20260814,0617d5ded57fa768
anisosepalous,3,3,False,True,enhanced_6thread_revalidation,20260814,0258c9dd44cc6509
antifermions,3,3,False,True,enhanced_6thread_revalidation,20260814,0410f884aefee775
antinociceptive,3,3,False,True,enhanced_6thread_revalidation,20260814,059a4b1823417b0c
camptosaurus,3,3,False,True,enhanced_6thread_revalidation,20260814,037294ff2c0f47c3
carpetgrass,3,3,False,True,enhanced_6thread_revalidation,20260814,041d5d20485a3b1d
coniferales,3,3,False,True,enhanced_6thread_revalidation,20260814,0431b99367c2db3a
cotransmission,3,3,False,True,enhanced_6thread_revalidation,20260814,03cc84713abed6af
cromagnon,3,3,False,True,enhanced_6thread_revalidation,20260814,050c9ed26b9350d1
cyclobutanones,3,3,False,True,enhanced_6thread_revalidation,20260814,0201aacb6e77cabd
daddying,3,3,False,True,enhanced_6thread_revalidation,20260814,053c16f302f274b7
deoccupied,3,3,False,True,enhanced_6thread_revalidation,20260814,04a1df23388162c4
derussification,3,3,False,True,enhanced_6thread_revalidation,20260814,038e84db02783a66
diderm,3,3,False,True,enhanced_6thread_revalidation,20260814,03cc6cad20cd6b29
difluoroamino,3,3,False,True,enhanced_6thread_revalidation,20260814,0520ec07a20eca46
diisopropylphenyl,3,3,False,True,enhanced_6thread_revalidation,20260814,0272fe929c775e99
dumbshows,3,3,False,True,enhanced_6thread_revalidation,20260814,055e2135190a7a4c
echotexture,3,3,False,True,enhanced_6thread_revalidation,20260814,05280e9e89db4512
ecomodernist,3,3,False,True,enhanced_6thread_revalidation,20260814,033b098d195c432c
ekwele,3,3,False,True,enhanced_6thread_revalidation,20260814,044da89bed8d72f9
equirectangular,3,3,False,True,enhanced_6thread_revalidation,20260814,05f2e23a4f4a6756
gamemakers,3,3,False,True,enhanced_6thread_revalidation,20260814,041bf3e49a0c2cc2
groundscraper,3,3,False,True,enhanced_6thread_revalidation,20260814,02049e6f35b42a85
leucoindigotin,3,3,False,True,enhanced_6thread_revalidation,20260814,03b35247e637209e
maharadja,3,3,False,True,enhanced_6thread_revalidation,20260814,059c32ef74e7e010
matrioshkas,3,3,False,True,enhanced_6thread_revalidation,20260814,0154b95a8ce15b86
medianoches,3,3,False,True,enhanced_6thread_revalidation,20260814,00ea847aeb062276
mesosaurs,3,3,False,True,enhanced_6thread_revalidation,20260814,011c675682a3cfe7
myotubularin,3,3,False,True,enhanced_6thread_revalidation,20260814,04122fde6bad5ccd
nasserist,3,3,False,True,enhanced_6thread_revalidation,20260814,00a126b159c9e57a
nipply,3,3,False,True,enhanced_12thread_revalidation,20260814,00350c30239c69df
oakgall,3,3,False,True,enhanced_12thread_revalidation,20260814,03a4bb2f6e9ed8b0
patchbays,3,3,False,True,enhanced_12thread_revalidation,20260814,024fc59504ad6952
pelade,3,3,False,True,enhanced_12thread_revalidation,20260814,02e9fe28b77a6c81
pewterware,3,3,False,True,enhanced_12thread_revalidation,20260814,039e7b313c8347c1
phlebopexy,3,3,False,True,enhanced_12thread_revalidation,20260814,00cb34760420157a
phosphoglucosamine,3,3,False,True,enhanced_12thread_revalidation,20260814,033eae54e0590e0a
piledrove,3,3,False,True,enhanced_12thread_revalidation,20260814,00d23583ac8c0209
