word,stage,action,reason,method,source,evidence,confidence,reversible,recheck_queued,category,decided_date
big-time,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'bigtime' is on the valid list, attested by sowpods,nwl2023,csw21",high,yes,no,hyphenated-compound,2026-08-16
bloody-mindedness,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'bloodymindedness' is on the valid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
blue-chip,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'bluechip' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
brand-new,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'brandnew' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
buttoned-up,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'buttonedup' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
cast-iron,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'castiron' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
close-knit,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'closeknit' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
cotton-picking,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'cottonpicking' is on the valid list, attested by words_alpha",high,yes,no,hyphenated-compound,2026-08-16
cross-cultural,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'crosscultural' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
custom-tailored,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'customtailored' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
cutting-edge,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'cuttingedge' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
day-to-day,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'daytoday' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
deep-rooted,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'deeprooted' is on the valid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
deep-sea,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'deepsea' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
deep-seated,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'deepseated' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
die-hard,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'diehard' is on the valid list, attested by wordnet,web2,enable,sowpods,nwl2023,csw21,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
dim-witted,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'dimwitted' is on the valid list, attested by enable,sowpods,nwl2023,csw21,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
dime-store,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'dimestore' is on the valid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
dirt-poor,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'dirtpoor' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
do-or-die,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'doordie' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
dog-eared,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'dogeared' is on the valid list, attested by enable,sowpods,nwl2023,csw21,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
down-and-out,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'downandout' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
down-the,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'downthe' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
down-to-earth,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'downtoearth' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
down-to-the,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'downtothe' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
drawn-out,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'drawnout' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
drop-dead,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'dropdead' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
far-reaching,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'farreaching' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
first-class,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'firstclass' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
first-line,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'firstline' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
fleet-footed,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'fleetfooted' is on the valid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
full-fledged,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'fullfledged' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
full-scale,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'fullscale' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
garden-variety,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'gardenvariety' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
get-out,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'getout' is on the invalid list, attested by nwl2023,csw21",high,yes,no,hyphenated-compound,2026-08-16
go-getting,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'gogetting' is on the absent from the frame, attested by words_alpha",high,yes,no,hyphenated-compound,2026-08-16
goose-step,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'goosestep' is on the valid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
green-eyed,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'greeneyed' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
grown-up,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'grownup' is on the valid list, attested by wordnet,web2,enable,sowpods,nwl2023,csw21,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
habit-forming,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'habitforming' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
hail-fellow,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hailfellow' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
half-baked,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'halfbaked' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
half-pint,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'halfpint' is on the valid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
hammer-and-tongs,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hammerandtongs' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
hands-down,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'handsdown' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
hard-boiled,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hardboiled' is on the invalid list, attested by words_alpha",high,yes,no,hyphenated-compound,2026-08-16
hard-line,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hardline' is on the valid list, attested by wordnet,enable,sowpods,nwl2023,csw21",high,yes,no,hyphenated-compound,2026-08-16
hard-luck,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hardluck' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
hard-nosed,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hardnosed' is on the absent from the frame, attested by sowpods,csw21",high,yes,no,hyphenated-compound,2026-08-16
hard-shell,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hardshell' is on the absent from the frame, attested by sowpods,csw21,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
heavy-handed,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'heavyhanded' is on the invalid list, attested by web2,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
hell-bent,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hellbent' is on the valid list, attested by enable,sowpods,nwl2023,csw21,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
hell-raising,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hellraising' is on the valid list, attested by nwl2023",high,yes,no,hyphenated-compound,2026-08-16
high-flown,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highflown' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
high-handed,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highhanded' is on the invalid list, attested by web2,enable,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
high-hat,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highhat' is on the invalid list, attested by words_alpha",high,yes,no,hyphenated-compound,2026-08-16
high-minded,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highminded' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
high-muck,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highmuck' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
high-rolling,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highrolling' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
high-spirited,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highspirited' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
high-spiritedly,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highspiritedly' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
high-strung,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highstrung' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
high-ticket,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'highticket' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
hog-tied,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hogtied' is on the valid list, attested by enable,sowpods,nwl2023,csw21,words_alpha",high,yes,no,hyphenated-compound,2026-08-16
hopped-up,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'hoppedup' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
ill-fated,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'illfated' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
ill-favored,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'illfavored' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
ill-humored,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'illhumored' is on the absent from the frame, attested by words_alpha",high,yes,no,hyphenated-compound,2026-08-16
in-your-face,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'inyourface' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
jaw-dropping,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'jawdropping' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
king-size,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'kingsize' is on the valid list, attested by words_alpha",high,yes,no,hyphenated-compound,2026-08-16
knee-jerk,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'kneejerk' is on the absent from the frame, attested by sowpods,csw21",high,yes,no,hyphenated-compound,2026-08-16
law-abiding,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'lawabiding' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
left-handed,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'lefthanded' is on the valid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
lickety-split,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'licketysplit' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
light-minded,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'lightminded' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
lily-livered,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'lilylivered' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
lily-white,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'lilywhite' is on the absent from the frame, unattested",high,yes,no,hyphenated-compound,2026-08-16
long-lived,form-rules,delete_malformed,hyphenated compound; multi-token by the form rule,form_rule_audit_2026_08_16,scripts/word_validator.py,"fails ^[a-z]+$; concatenation 'longlived' is on the invalid list, unattested",high,yes,no,hyphenated-compound,2026-08-16
